month,warehouse,sku_id,category,supplier,demand_plan,actual_demand,demand_variance_pct,stock_on_hand,safety_stock,reorder_point,po_number,po_qty,po_date,expected_receipt_date,po_status,closing_stock,days_of_cover,stockout_risk,unit_cost_inr,inventory_value_inr
2025-02-01,BLR,SKU-024,Food & Beverages,Godrej Consumer Products,3779,3860,2.1,5517,882,1411,,0,,,Not Raised,1657,12.9,Medium,180,298260
2024-09-01,BLR,SKU-025,Household,Marico Industries,3915,3664,-6.4,2755,958,1533,PO-79489,4627,2024-08-06,2024-09-12,Pending,3718,30.4,Low,980,3643640
2024-10-01,BLR,SKU-025,Household,ITC Limited,4721,4750,0.6,2952,958,1533,PO-35778,4796,2024-09-15,2024-10-06,Pending,2998,18.9,Low,980,2938040
2024-11-01,BLR,SKU-025,Household,Marico Industries,4880,5184,6.2,3715,958,1533,PO-49275,5958,2024-10-17,2024-11-08,Delivered,4489,26.0,Low,980,4399220
2024-12-01,BLR,SKU-025,Household,Dabur India,4896,5178,5.8,4287,958,1533,PO-22801,6159,2024-11-11,2024-12-10,Pending,5268,30.5,Low,980,5162640
2025-01-01,BLR,SKU-025,Household,Godrej Consumer Products,3873,3379,-12.8,4044,958,1533,,0,,,Not Raised,665,5.9,High,980,651700
2025-02-01,BLR,SKU-025,Household,Hindustan Unilever Ltd,4145,4158,0.3,2842,958,1533,PO-42411,5008,2025-01-08,2025-02-12,In Transit,3692,26.6,Low,980,3618160
2024-09-01,BLR,SKU-026,Personal Care,Godrej Consumer Products,1100,964,-12.4,947,301,481,PO-87348,1252,2024-08-14,2024-09-10,In Transit,1235,38.4,Low,155,191425
2024-10-01,BLR,SKU-026,Personal Care,Hindustan Unilever Ltd,1576,1724,9.4,1666,301,481,PO-58161,1588,2024-09-10,2024-10-09,Pending,1530,26.6,Low,155,237150
2024-11-01,BLR,SKU-026,Personal Care,Dabur India,1658,1568,-5.4,1346,301,481,PO-34757,1873,2024-10-09,2024-11-08,Delivered,1651,31.6,Low,155,255905
2024-12-01,BLR,SKU-026,Personal Care,Dabur India,1644,1482,-9.9,1418,301,481,PO-60450,2078,2024-11-07,2024-12-08,Pending,2014,40.8,Low,155,312170
2025-01-01,BLR,SKU-026,Personal Care,Procter & Gamble India,1141,1175,3.0,1071,301,481,PO-11275,1355,2024-12-07,2025-01-06,Pending,1251,31.9,Low,155,193905
2025-02-01,BLR,SKU-026,Personal Care,Marico Industries,1280,1321,3.2,1985,301,481,,0,,,Not Raised,664,15.1,Low,155,102920
2024-09-01,BLR,SKU-027,Food & Beverages,Nestle India,2698,2754,2.1,1772,637,1020,PO-56891,3065,2024-08-11,2024-09-07,In Transit,2083,22.7,Low,360,749880
2024-10-01,BLR,SKU-027,Food & Beverages,Nestle India,3130,3318,6.0,2608,637,1020,PO-46427,3278,2024-09-02,2024-10-15,Pending,2568,23.2,Low,360,924480
2024-11-01,BLR,SKU-027,Food & Beverages,Emami Limited,3691,3741,1.4,2464,637,1020,PO-83184,4548,2024-10-10,2024-11-13,Delivered,3271,26.2,Low,360,1177560
2024-12-01,BLR,SKU-027,Food & Beverages,Nestle India,3593,3738,4.0,3021,637,1020,PO-79018,4546,2024-11-08,2024-12-15,Delivered,3829,30.7,Low,360,1378440
2025-01-01,BLR,SKU-027,Food & Beverages,Marico Industries,2788,2678,-3.9,3079,637,1020,,0,,,Not Raised,401,4.5,High,360,144360
2025-02-01,BLR,SKU-027,Food & Beverages,ITC Limited,2426,2540,4.7,2703,637,1020,,0,,,Not Raised,163,1.9,High,360,58680
2024-09-01,BLR,SKU-028,Household,Nestle India,1460,1247,-14.6,1692,401,641,,0,,,Not Raised,445,10.7,Medium,290,129050
2024-10-01,BLR,SKU-028,Household,Emami Limited,2207,2353,6.6,2804,401,641,,0,,,Not Raised,451,5.8,High,290,130790
2024-11-01,BLR,SKU-028,Household,Hindustan Unilever Ltd,2084,2206,5.9,1504,401,641,PO-28445,2548,2024-10-02,2024-11-09,Delivered,1846,25.1,Low,290,535340
2024-12-01,BLR,SKU-028,Household,ITC Limited,1956,1672,-14.5,1111,401,641,PO-27648,2481,2024-11-02,2024-12-07,Pending,1920,34.4,Low,290,556800
2025-01-01,BLR,SKU-028,Household,Emami Limited,1634,1717,5.1,1442,401,641,PO-57764,1971,2024-12-03,2025-01-06,Delivered,1696,29.6,Low,290,491840
2025-02-01,BLR,SKU-028,Household,ITC Limited,1584,1711,8.0,1522,401,641,PO-86341,1772,2025-01-06,2025-02-11,Delivered,1583,27.8,Low,290,459070
2024-09-01,BLR,SKU-029,Personal Care,Dabur India,2297,2072,-9.8,1648,609,975,PO-58415,2351,2024-08-14,2024-09-11,Pending,1927,27.9,Low,430,828610
2024-10-01,BLR,SKU-029,Personal Care,ITC Limited,3223,3419,6.1,4256,609,975,,0,,,Not Raised,837,7.3,Medium,430,359910
2024-11-01,BLR,SKU-029,Personal Care,ITC Limited,3498,3390,-3.1,3495,609,975,,0,,,Not Raised,105,0.9,High,430,45150
2024-12-01,BLR,SKU-029,Personal Care,Hindustan Unilever Ltd,3613,3697,2.3,2268,609,975,PO-75492,3819,2024-11-02,2024-12-11,In Transit,2390,19.4,Low,430,1027700
2025-01-01,BLR,SKU-029,Personal Care,Marico Industries,2682,2284,-14.8,4225,609,975,,0,,,Not Raised,1941,25.5,Low,430,834630
2025-02-01,BLR,SKU-029,Personal Care,Marico Industries,2299,2076,-9.7,3903,609,975,,0,,,Not Raised,1827,26.4,Low,430,785610
2024-09-01,BLR,SKU-030,Food & Beverages,Dabur India,2893,2935,1.5,1907,681,1089,PO-84144,3661,2024-08-17,2024-09-07,Pending,2633,26.9,Low,650,1711450
2024-10-01,BLR,SKU-030,Food & Beverages,Nestle India,3436,3055,-11.1,4337,681,1089,,0,,,Not Raised,1282,12.6,Medium,650,833300
2024-11-01,BLR,SKU-030,Food & Beverages,Dabur India,3985,3545,-11.0,4007,681,1089,,0,,,Not Raised,462,3.9,High,650,300300
2024-12-01,BLR,SKU-030,Food & Beverages,Emami Limited,3321,2822,-15.0,1887,681,1089,PO-62803,3843,2024-11-06,2024-12-10,Pending,2908,30.9,Low,650,1890200
2025-01-01,BLR,SKU-030,Food & Beverages,Hindustan Unilever Ltd,2480,2675,7.9,2657,681,1089,PO-46273,2543,2024-12-09,2025-01-09,In Transit,2525,28.3,Low,650,1641250
2025-02-01,BLR,SKU-030,Food & Beverages,Hindustan Unilever Ltd,2903,2528,-12.9,4347,681,1089,,0,,,Not Raised,1819,21.6,Low,650,1182350
