shipment_id,arrdte,last_rcpt_conf_dte,last_upd_dt,warehouse,supplier_code,sku,received_qty,invoice_no,shift,team
SHP-00518,2025-02-21 08:47:05,2025-02-21 10:13:32,2025-02-21 10:46:44,BLR,SUP-002,SKU-007,1202,INV-545324,Shift A,Team 2
SHP-00519,2024-10-21 13:24:32,2024-10-21 13:55:43,2024-10-21 14:55:35,MUM,SUP-003,SKU-015,1585,INV-180659,Shift C,Team 3
SHP-00520,2024-12-23 08:34:27,2024-12-23 09:55:16,2024-12-23 10:38:19,DEL,SUP-005,SKU-010,504,INV-203685,Shift A,Team 2
SHP-00521,2025-01-11 08:36:47,2025-01-11 10:06:52,2025-01-11 15:08:23,DEL,SUP-001,SKU-019,1864,INV-839490,Shift C,Team 2
SHP-00522,2024-10-19 20:38:49,2024-10-19 21:27:07,2024-10-20 03:03:02,BLR,SUP-008,SKU-014,1995,INV-401781,Shift A,Team 3
SHP-00523,2024-10-27 09:39:42,2024-10-27 11:02:56,2024-10-27 17:08:20,MUM,SUP-003,SKU-004,1088,INV-662051,Shift B,Team 2
SHP-00524,2025-01-05 12:36:23,2025-01-05 14:36:07,2025-01-05 18:05:35,BLR,SUP-001,SKU-020,938,INV-951346,Shift A,Team 2
SHP-00525,2024-10-21 20:58:13,2024-10-21 22:25:19,2024-10-22 04:14:27,DEL,SUP-001,SKU-014,1924,INV-703075,Shift C,Team 3
SHP-00526,2024-10-02 09:43:50,2024-10-02 11:17:28,2024-10-02 14:44:29,MUM,SUP-004,SKU-023,1111,INV-535805,Shift B,Team 2
SHP-00527,2024-09-06 08:43:58,2024-09-06 10:07:57,2024-09-06 12:59:27,MUM,SUP-007,SKU-016,1709,INV-533966,Shift B,Team 1
SHP-00528,2024-09-17 15:38:11,2024-09-17 17:37:57,2024-09-17 17:08:43,BLR,SUP-004,SKU-011,1333,INV-391383,Shift A,Team 1
SHP-00529,2024-12-23 06:51:31,2024-12-23 08:37:55,2024-12-23 09:09:54,BLR,SUP-004,SKU-008,1239,INV-381715,Shift C,Team 3
SHP-00530,2024-12-15 14:51:58,2024-12-15 15:28:29,2024-12-15 19:37:53,MUM,SUP-008,SKU-026,1167,INV-543942,Shift C,Team 1
SHP-00531,2024-10-17 10:35:32,2024-10-17 11:49:29,2024-10-17 17:26:20,BLR,SUP-001,SKU-016,821,INV-198343,Shift B,Team 2
SHP-00532,2024-09-12 19:31:12,2024-09-12 20:30:40,2024-09-13 00:42:20,DEL,SUP-005,SKU-004,1464,INV-953805,Shift B,Team 1
SHP-00533,2025-01-16 16:26:46,2025-01-16 16:59:11,2025-01-16 19:35:32,DEL,SUP-004,SKU-027,1747,INV-914601,Shift B,Team 1
SHP-00534,2024-09-30 10:31:43,2024-09-30 12:18:20,2024-09-30 14:46:34,BLR,SUP-007,SKU-007,940,INV-422090,Shift A,Team 2
SHP-00535,2024-11-29 20:12:32,2024-11-29 20:52:26,2024-11-30 02:35:24,DEL,SUP-008,SKU-008,1909,INV-888118,Shift A,Team 2
SHP-00536,2024-10-11 20:28:24,2024-10-11 21:49:29,2024-10-11 23:16:57,MUM,SUP-006,SKU-026,667,INV-870770,Shift C,Team 2
SHP-00537,2024-12-27 09:51:02,2024-12-27 11:18:04,2024-12-27 16:42:44,BLR,SUP-003,SKU-011,844,INV-770416,Shift A,Team 2
SHP-00538,2024-09-18 18:34:16,2024-09-18 19:38:04,2024-09-19 00:10:58,BLR,SUP-002,SKU-029,1264,INV-413136,Shift C,Team 1
SHP-00539,2025-01-17 17:55:11,2025-01-17 19:48:38,2025-01-17 19:34:39,MUM,SUP-006,SKU-029,1314,INV-102600,Shift A,Team 3
SHP-00540,2024-11-19 08:37:34,2024-11-19 09:38:28,2024-11-19 14:56:08,BLR,SUP-004,SKU-013,1685,INV-972146,Shift B,Team 2
SHP-00541,2024-11-30 19:59:26,2024-11-30 20:52:27,2024-12-01 03:02:34,BLR,SUP-008,SKU-019,729,INV-247515,Shift A,Team 3
SHP-00542,2024-12-03 07:33:04,2024-12-03 08:23:39,2024-12-03 14:30:53,MUM,SUP-008,SKU-004,1119,INV-891704,Shift A,Team 1
SHP-00543,2024-11-19 11:36:50,2024-11-19 13:30:06,2024-11-19 13:30:38,BLR,SUP-002,SKU-023,973,INV-491948,Shift C,Team 2
SHP-00544,2024-10-09 18:10:23,2024-10-09 19:55:02,2024-10-09 21:25:39,MUM,SUP-002,SKU-003,388,INV-220016,Shift B,Team 3
SHP-00545,2025-01-24 16:05:32,2025-01-24 17:16:45,2025-01-24 22:16:56,BLR,SUP-006,SKU-014,1101,INV-324034,Shift A,Team 1
SHP-00546,2025-01-12 20:04:15,2025-01-12 20:34:59,2025-01-13 02:49:12,BLR,SUP-006,SKU-007,1132,INV-399279,Shift A,Team 2
SHP-00547,2024-12-06 15:56:31,2024-12-06 17:05:43,2024-12-06 20:24:55,MUM,SUP-004,SKU-012,821,INV-154282,Shift C,Team 3
SHP-00548,2024-10-19 20:22:22,2024-10-19 21:37:33,2024-10-20 02:41:57,MUM,SUP-008,SKU-004,1321,INV-355022,Shift A,Team 2
SHP-00549,2025-02-06 09:26:17,2025-02-06 10:03:52,2025-02-06 12:10:29,MUM,SUP-002,SKU-022,1119,INV-362322,Shift A,Team 2
SHP-00550,2025-01-23 08:08:49,2025-01-23 09:15:56,2025-01-23 12:32:06,DEL,SUP-001,SKU-021,381,INV-609487,Shift C,Team 1
SHP-00551,2024-09-26 11:04:21,2024-09-26 11:43:07,2024-09-26 15:51:55,BLR,SUP-007,SKU-025,1174,INV-761506,Shift C,Team 2
SHP-00552,2024-12-25 09:29:29,2024-12-25 10:11:05,2024-12-25 13:31:51,DEL,SUP-001,SKU-011,1022,INV-526294,Shift C,Team 3
SHP-00553,2024-11-08 08:54:44,2024-11-08 09:24:56,2024-11-08 14:19:20,BLR,SUP-004,SKU-006,723,INV-356262,Shift C,Team 1
SHP-00554,2024-09-17 11:57:36,2024-09-17 12:51:18,2024-09-17 15:41:37,MUM,SUP-004,SKU-005,1045,INV-112831,Shift B,Team 1
SHP-00555,2025-01-11 19:18:39,2025-01-11 20:06:13,2025-01-11 21:07:39,BLR,SUP-007,SKU-015,1332,INV-451525,Shift C,Team 3
SHP-00556,2025-01-23 17:21:41,2025-01-23 19:13:35,2025-01-24 00:30:57,MUM,SUP-006,SKU-019,1033,INV-971306,Shift A,Team 1
SHP-00557,2025-01-18 13:54:02,2025-01-18 14:32:38,2025-01-18 17:07:49,BLR,SUP-003,SKU-027,1471,INV-128635,Shift B,Team 2
SHP-00558,2024-12-01 20:16:47,2024-12-01 20:56:03,2024-12-02 00:39:43,BLR,SUP-006,SKU-027,1245,INV-874410,Shift C,Team 3
SHP-00559,2025-01-25 12:43:23,2025-01-25 13:21:58,2025-01-25 15:04:23,BLR,SUP-007,SKU-029,1596,INV-361985,Shift A,Team 3
SHP-00560,2025-02-06 12:47:45,2025-02-06 13:29:20,2025-02-06 17:24:42,MUM,SUP-005,SKU-021,204,INV-139172,Shift A,Team 2
SHP-00561,2025-01-19 08:31:44,2025-01-19 10:29:42,2025-01-19 11:25:18,BLR,SUP-003,SKU-029,1904,INV-149483,Shift B,Team 2
SHP-00562,2024-10-18 21:45:28,2024-10-18 22:17:57,2024-10-19 00:05:49,BLR,SUP-001,SKU-001,455,INV-991642,Shift A,Team 1
SHP-00563,2024-09-25 20:36:36,2024-09-25 21:29:38,2024-09-26 02:39:32,MUM,SUP-004,SKU-016,943,INV-703849,Shift A,Team 1
SHP-00564,2024-11-12 16:18:20,2024-11-12 17:04:01,2024-11-12 19:10:21,BLR,SUP-007,SKU-018,596,INV-222414,Shift A,Team 1
SHP-00565,2024-11-09 21:36:11,2024-11-09 22:59:59,2024-11-10 00:33:46,BLR,SUP-007,SKU-009,592,INV-812271,Shift B,Team 2
SHP-00566,2025-02-13 17:56:03,2025-02-13 18:53:26,2025-02-13 20:11:30,MUM,SUP-005,SKU-011,1085,INV-910040,Shift B,Team 3
SHP-00567,2024-09-14 11:43:35,2024-09-14 13:24:58,2024-09-14 15:52:58,BLR,SUP-007,SKU-007,885,INV-550257,Shift A,Team 2
SHP-00568,2024-10-15 13:01:55,2024-10-15 13:36:49,2024-10-15 15:34:30,DEL,SUP-006,SKU-021,398,INV-359540,Shift B,Team 2
SHP-00569,2025-01-02 11:12:26,2025-01-02 12:25:03,2025-01-02 16:31:38,MUM,SUP-004,SKU-008,349,INV-390170,Shift C,Team 3
SHP-00570,2024-11-21 21:39:57,2024-11-21 23:06:13,2024-11-22 02:28:00,DEL,SUP-008,SKU-026,461,INV-970713,Shift A,Team 2
SHP-00571,2024-09-17 11:54:06,2024-09-17 13:33:48,2024-09-17 15:49:49,DEL,SUP-003,SKU-008,1970,INV-502284,Shift B,Team 2
SHP-00572,2025-02-17 17:25:58,2025-02-17 18:46:36,2025-02-17 23:49:02,BLR,SUP-008,SKU-017,872,INV-901144,Shift B,Team 1
SHP-00573,2024-11-07 12:53:33,2024-11-07 13:45:43,2024-11-07 16:36:39,DEL,SUP-001,SKU-005,1832,INV-749685,Shift B,Team 2
SHP-00574,2025-01-20 19:49:26,2025-01-20 20:43:26,2025-01-20 23:07:30,MUM,SUP-006,SKU-010,1435,INV-329822,Shift A,Team 2
SHP-00575,2025-01-24 19:47:19,2025-01-24 21:20:09,2025-01-25 02:22:58,DEL,SUP-008,SKU-030,612,INV-915220,Shift B,Team 2
SHP-00576,2025-01-26 12:29:59,2025-01-26 13:28:35,2025-01-26 16:36:20,BLR,SUP-004,SKU-011,532,INV-688453,Shift C,Team 3
SHP-00577,2025-02-08 09:56:27,2025-02-08 11:49:47,2025-02-08 15:34:38,DEL,SUP-006,SKU-026,1715,INV-884269,Shift A,Team 1
SHP-00578,2024-11-16 14:45:38,2024-11-16 16:34:36,2024-11-16 17:59:54,BLR,SUP-007,SKU-030,1767,INV-617843,Shift C,Team 1
SHP-00579,2025-01-23 09:48:21,2025-01-23 10:48:50,2025-01-23 13:05:34,MUM,SUP-008,SKU-004,242,INV-776186,Shift C,Team 2
SHP-00580,2025-02-24 09:52:14,2025-02-24 11:29:16,2025-02-24 17:04:33,DEL,SUP-004,SKU-029,1656,INV-439719,Shift B,Team 1
SHP-00581,2024-12-23 17:34:22,2024-12-23 18:30:09,2024-12-24 00:42:50,MUM,SUP-007,SKU-028,1296,INV-358317,Shift C,Team 3
SHP-00582,2024-09-22 19:35:23,2024-09-22 21:16:01,2024-09-22 21:14:48,DEL,SUP-003,SKU-020,332,INV-410415,Shift C,Team 2
SHP-00583,2025-01-04 18:55:45,2025-01-04 19:47:01,2025-01-04 23:58:14,MUM,SUP-002,SKU-026,1395,INV-535453,Shift A,Team 2
SHP-00584,2025-01-27 10:14:00,2025-01-27 11:44:39,2025-01-27 16:53:46,MUM,SUP-002,SKU-009,1327,INV-512773,Shift C,Team 3
SHP-00585,2025-02-09 11:59:37,2025-02-09 13:11:12,2025-02-09 14:40:27,DEL,SUP-001,SKU-016,849,INV-621250,Shift A,Team 2
SHP-00586,2025-01-13 16:13:12,2025-01-13 16:48:30,2025-01-13 18:30:17,DEL,SUP-001,SKU-009,666,INV-200053,Shift B,Team 3
SHP-00587,2024-11-12 11:41:18,2024-11-12 13:24:36,2024-11-12 16:52:10,MUM,SUP-001,SKU-023,1715,INV-682936,Shift A,Team 2
SHP-00588,2025-02-18 07:10:36,2025-02-18 08:32:14,2025-02-18 13:04:05,MUM,SUP-002,SKU-025,505,INV-399342,Shift B,Team 1
SHP-00589,2024-11-29 19:44:35,2024-11-29 20:41:23,2024-11-30 00:47:46,BLR,SUP-007,SKU-023,1055,INV-292878,Shift B,Team 3
SHP-00590,2025-01-08 20:04:02,2025-01-08 20:47:00,2025-01-08 23:14:06,DEL,SUP-003,SKU-011,661,INV-507477,Shift C,Team 2
SHP-00591,2024-09-13 22:00:32,2024-09-13 23:07:02,2024-09-14 01:34:33,MUM,SUP-004,SKU-021,1836,INV-726888,Shift A,Team 2
SHP-00592,2025-01-03 09:08:27,2025-01-03 11:02:13,2025-01-03 11:28:22,BLR,SUP-005,SKU-015,1508,INV-111899,Shift A,Team 2
SHP-00593,2024-10-20 10:50:10,2024-10-20 11:43:47,2024-10-20 17:15:37,BLR,SUP-002,SKU-010,1550,INV-800207,Shift A,Team 1
SHP-00594,2024-10-01 09:38:29,2024-10-01 11:11:43,2024-10-01 14:59:37,MUM,SUP-005,SKU-024,340,INV-694707,Shift B,Team 1
SHP-00595,2025-02-03 16:49:30,2025-02-03 18:00:08,2025-02-03 22:02:51,BLR,SUP-007,SKU-009,613,INV-815053,Shift C,Team 1
SHP-00596,2024-12-30 15:41:59,2024-12-30 16:31:50,2024-12-30 18:30:37,MUM,SUP-002,SKU-010,1523,INV-508556,Shift A,Team 1
SHP-00597,2024-10-20 21:11:28,2024-10-20 22:51:04,2024-10-21 00:47:26,DEL,SUP-007,SKU-023,1364,INV-913769,Shift C,Team 1
SHP-00598,2024-10-27 21:53:39,2024-10-27 22:48:08,2024-10-28 02:48:01,BLR,SUP-002,SKU-025,1332,INV-304144,Shift A,Team 1
SHP-00599,2024-10-26 15:14:51,2024-10-26 16:09:19,2024-10-26 18:22:50,MUM,SUP-007,SKU-024,1145,INV-973705,Shift B,Team 3
SHP-00600,2024-12-30 14:23:37,2024-12-30 16:19:45,2024-12-30 20:41:39,BLR,SUP-002,SKU-018,1545,INV-395118,Shift A,Team 3
