order_id,shipment_id,warehouse,sku,alloc_dte,pick_dte,stage_dte,load_dte,early_shpdte,dispatch_dte,shift,team
ORD-982937,SHP-00972,BLR,SKU-027,2025-01-01 00:50:08,2025-01-01 02:51:08,2025-01-01 03:59:46,2025-01-01 05:08:24,2025-01-01 09:01:40,2025-01-01 08:36:40,Shift A,Team 1
ORD-897236,SHP-00973,BLR,SKU-024,2025-01-31 00:40:58,2025-01-31 02:56:16,2025-01-31 04:33:30,2025-01-31 06:10:44,2025-01-31 08:45:31,2025-01-31 08:32:31,Shift A,Team 1
ORD-377030,SHP-00974,DEL,SKU-013,2024-10-22 01:00:30,2024-10-22 03:02:24,2024-10-22 05:20:29,2024-10-22 07:38:33,2024-10-22 08:15:37,2024-10-22 07:46:37,Shift C,Team 2
ORD-860526,SHP-00975,BLR,SKU-005,2024-12-22 01:15:22,2024-12-22 02:46:14,2024-12-22 04:40:41,2024-12-22 06:35:08,2024-12-22 08:02:25,2024-12-22 07:32:25,Shift B,Team 2
ORD-376852,SHP-00976,BLR,SKU-001,2024-12-04 00:58:43,2024-12-04 03:13:25,2024-12-04 05:36:15,2024-12-04 07:59:06,2024-12-04 09:29:16,2024-12-04 15:01:29,Shift B,Team 1
ORD-394551,SHP-00977,BLR,SKU-010,2025-01-18 01:29:34,2025-01-18 03:06:32,2025-01-18 04:30:58,2025-01-18 05:55:24,2025-01-18 07:30:16,2025-01-18 07:15:16,Shift C,Team 1
ORD-560103,SHP-00978,BLR,SKU-008,2024-10-10 00:53:44,2024-10-10 02:38:05,2024-10-10 04:16:16,2024-10-10 05:54:27,2024-10-10 09:37:24,2024-10-10 09:12:24,Shift C,Team 1
ORD-461169,SHP-00979,DEL,SKU-013,2024-10-07 01:22:18,2024-10-07 02:46:03,2024-10-07 04:16:11,2024-10-07 05:46:19,2024-10-07 09:13:27,2024-10-07 09:05:27,Shift B,Team 1
ORD-270076,SHP-00980,MUM,SKU-013,2024-12-28 01:19:09,2024-12-28 03:16:07,2024-12-28 05:43:38,2024-12-28 08:11:10,2024-12-28 08:02:47,2024-12-28 07:37:47,Shift B,Team 1
ORD-989936,SHP-00981,BLR,SKU-007,2024-12-28 01:14:17,2024-12-28 02:39:03,2024-12-28 04:18:57,2024-12-28 05:58:51,2024-12-28 07:57:32,2024-12-28 07:37:32,Shift C,Team 2
ORD-413415,SHP-00982,BLR,SKU-006,2024-10-22 00:37:46,2024-10-22 01:39:53,2024-10-22 03:12:42,2024-10-22 04:45:31,2024-10-22 07:30:32,2024-10-22 07:13:32,Shift B,Team 2
ORD-153713,SHP-00983,MUM,SKU-026,2024-11-09 01:13:29,2024-11-09 03:14:37,2024-11-09 05:21:57,2024-11-09 07:29:16,2024-11-09 07:56:40,2024-11-09 07:37:40,Shift B,Team 3
ORD-571413,SHP-00984,MUM,SKU-002,2025-02-04 00:45:31,2025-02-04 03:04:29,2025-02-04 04:25:49,2025-02-04 05:47:09,2025-02-04 08:02:53,2025-02-04 07:32:53,Shift B,Team 2
ORD-538648,SHP-00985,MUM,SKU-012,2024-12-01 00:31:57,2024-12-01 02:59:03,2024-12-01 04:46:18,2024-12-01 06:33:33,2024-12-01 08:35:46,2024-12-01 08:18:46,Shift B,Team 2
ORD-928635,SHP-00986,MUM,SKU-014,2024-10-11 00:52:18,2024-10-11 02:28:34,2024-10-11 03:45:32,2024-10-11 05:02:30,2024-10-11 07:21:45,2024-10-11 07:09:45,Shift B,Team 1
ORD-704624,SHP-00987,MUM,SKU-013,2025-02-17 00:48:10,2025-02-17 02:54:48,2025-02-17 03:58:40,2025-02-17 05:02:31,2025-02-17 09:26:03,2025-02-17 09:19:03,Shift A,Team 2
ORD-813346,SHP-00988,MUM,SKU-016,2024-10-17 00:57:30,2024-10-17 02:02:29,2024-10-17 04:14:45,2024-10-17 06:27:01,2024-10-17 08:03:18,2024-10-17 07:51:18,Shift A,Team 1
ORD-632121,SHP-00989,BLR,SKU-010,2024-10-09 00:43:06,2024-10-09 02:56:04,2024-10-09 04:59:39,2024-10-09 07:03:15,2024-10-09 07:56:33,2024-10-09 07:33:33,Shift B,Team 3
ORD-465821,SHP-00990,BLR,SKU-017,2024-10-14 01:22:46,2024-10-14 02:59:27,2024-10-14 04:45:56,2024-10-14 06:32:25,2024-10-14 08:21:21,2024-10-14 08:15:21,Shift C,Team 2
ORD-497364,SHP-00991,BLR,SKU-022,2024-11-07 00:42:07,2024-11-07 02:08:20,2024-11-07 03:43:51,2024-11-07 05:19:22,2024-11-07 08:16:52,2024-11-07 07:51:52,Shift C,Team 3
ORD-781526,SHP-00992,MUM,SKU-009,2024-12-07 01:27:14,2024-12-07 03:02:42,2024-12-07 04:41:34,2024-12-07 06:20:26,2024-12-07 07:39:18,2024-12-07 07:35:18,Shift C,Team 2
ORD-238639,SHP-00993,BLR,SKU-030,2024-11-28 01:24:12,2024-11-28 02:41:53,2024-11-28 04:52:26,2024-11-28 07:02:58,2024-11-28 07:47:36,2024-11-28 07:43:36,Shift B,Team 3
ORD-904813,SHP-00994,DEL,SKU-019,2024-09-20 01:16:57,2024-09-20 03:20:44,2024-09-20 05:28:56,2024-09-20 07:37:09,2024-09-20 09:26:49,2024-09-20 09:24:49,Shift B,Team 2
ORD-492781,SHP-00995,MUM,SKU-011,2024-10-10 00:31:16,2024-10-10 02:27:48,2024-10-10 04:07:04,2024-10-10 05:46:19,2024-10-10 08:35:59,2024-10-10 08:16:59,Shift B,Team 1
ORD-692446,SHP-00996,DEL,SKU-008,2024-09-24 00:49:40,2024-09-24 02:24:55,2024-09-24 04:52:50,2024-09-24 07:20:44,2024-09-24 09:38:36,2024-09-24 09:18:36,Shift B,Team 1
ORD-591190,SHP-00997,DEL,SKU-006,2024-10-18 00:58:09,2024-10-18 02:44:48,2024-10-18 05:14:26,2024-10-18 07:44:03,2024-10-18 07:03:54,2024-10-18 06:55:54,Shift C,Team 1
ORD-565608,SHP-00998,DEL,SKU-008,2024-10-19 00:42:53,2024-10-19 02:11:49,2024-10-19 04:29:25,2024-10-19 06:47:01,2024-10-19 09:07:02,2024-10-19 08:49:02,Shift A,Team 3
ORD-559071,SHP-00999,DEL,SKU-010,2024-11-28 00:42:37,2024-11-28 02:13:20,2024-11-28 04:38:28,2024-11-28 07:03:35,2024-11-28 09:00:21,2024-11-28 08:39:21,Shift A,Team 2
ORD-726077,SHP-01000,MUM,SKU-019,2024-09-04 00:41:00,2024-09-04 01:43:51,2024-09-04 03:52:18,2024-09-04 06:00:45,2024-09-04 08:12:37,2024-09-04 08:02:37,Shift B,Team 1
ORD-134059,SHP-01001,BLR,SKU-011,2024-12-01 00:55:57,2024-12-01 02:38:18,2024-12-01 04:21:34,2024-12-01 06:04:51,2024-12-01 09:44:34,2024-12-01 09:14:34,Shift B,Team 3
ORD-401381,SHP-01002,MUM,SKU-005,2024-12-13 00:37:11,2024-12-13 01:51:34,2024-12-13 03:07:59,2024-12-13 04:24:23,2024-12-13 08:11:50,2024-12-13 08:05:50,Shift A,Team 1
ORD-914026,SHP-01003,BLR,SKU-019,2024-12-03 01:04:11,2024-12-03 02:15:39,2024-12-03 03:59:56,2024-12-03 05:44:13,2024-12-03 08:47:40,2024-12-03 08:17:40,Shift A,Team 1
ORD-718016,SHP-01004,MUM,SKU-008,2024-11-17 00:47:51,2024-11-17 02:48:21,2024-11-17 04:51:20,2024-11-17 06:54:19,2024-11-17 09:43:39,2024-11-17 09:30:39,Shift A,Team 2
ORD-925751,SHP-01005,BLR,SKU-017,2024-09-28 01:26:06,2024-09-28 03:06:14,2024-09-28 04:36:20,2024-09-28 06:06:26,2024-09-28 09:20:07,2024-09-28 09:02:07,Shift B,Team 3
ORD-496200,SHP-01006,MUM,SKU-010,2025-02-04 00:33:58,2025-02-04 01:38:00,2025-02-04 03:50:14,2025-02-04 06:02:28,2025-02-04 08:55:24,2025-02-04 08:55:24,Shift C,Team 2
ORD-102418,SHP-01007,DEL,SKU-021,2024-12-16 01:19:07,2024-12-16 02:43:10,2024-12-16 04:27:48,2024-12-16 06:12:27,2024-12-16 08:34:59,2024-12-16 08:13:59,Shift B,Team 3
ORD-299994,SHP-01008,DEL,SKU-027,2024-10-29 01:08:43,2024-10-29 02:48:27,2024-10-29 04:54:13,2024-10-29 06:59:59,2024-10-29 07:35:19,2024-10-29 07:27:19,Shift B,Team 2
ORD-438814,SHP-01009,DEL,SKU-003,2024-09-21 01:01:03,2024-09-21 03:10:14,2024-09-21 04:51:51,2024-09-21 06:33:28,2024-09-21 09:35:53,2024-09-21 09:13:53,Shift A,Team 3
ORD-630420,SHP-01010,DEL,SKU-027,2024-10-28 01:10:42,2024-10-28 03:28:49,2024-10-28 05:47:48,2024-10-28 08:06:47,2024-10-28 08:26:15,2024-10-28 08:07:15,Shift B,Team 1
ORD-150919,SHP-01011,BLR,SKU-017,2025-01-31 00:30:35,2025-01-31 01:41:11,2025-01-31 03:21:50,2025-01-31 05:02:29,2025-01-31 08:31:05,2025-01-31 08:06:05,Shift A,Team 2
ORD-968250,SHP-01012,MUM,SKU-021,2024-10-07 00:53:23,2024-10-07 03:22:08,2024-10-07 04:44:15,2024-10-07 06:06:22,2024-10-07 08:17:02,2024-10-07 08:07:02,Shift C,Team 2
ORD-917755,SHP-01013,BLR,SKU-010,2024-09-28 01:14:46,2024-09-28 02:59:59,2024-09-28 04:24:01,2024-09-28 05:48:03,2024-09-28 07:48:05,2024-09-28 07:31:05,Shift B,Team 1
ORD-706766,SHP-01014,MUM,SKU-001,2024-11-20 01:09:32,2024-11-20 03:30:37,2024-11-20 06:00:18,2024-11-20 08:30:00,2024-11-20 07:04:18,2024-11-20 12:54:58,Shift C,Team 3
ORD-479699,SHP-01015,BLR,SKU-023,2025-01-23 00:32:01,2025-01-23 02:28:23,2025-01-23 04:01:50,2025-01-23 05:35:18,2025-01-23 09:08:23,2025-01-23 08:55:23,Shift B,Team 2
ORD-106775,SHP-01016,BLR,SKU-011,2024-12-02 01:07:09,2024-12-02 03:17:28,2024-12-02 04:28:38,2024-12-02 05:39:49,2024-12-02 07:37:12,2024-12-02 08:19:40,Shift B,Team 1
ORD-417386,SHP-01017,BLR,SKU-008,2024-09-23 00:37:49,2024-09-23 03:03:06,2024-09-23 05:02:21,2024-09-23 07:01:36,2024-09-23 07:35:15,2024-09-23 07:16:15,Shift A,Team 2
ORD-602971,SHP-01018,MUM,SKU-017,2024-10-27 01:19:21,2024-10-27 02:34:12,2024-10-27 03:56:20,2024-10-27 05:18:28,2024-10-27 08:11:55,2024-10-27 08:11:55,Shift C,Team 2
ORD-568325,SHP-01019,DEL,SKU-001,2024-09-18 01:28:42,2024-09-18 02:31:20,2024-09-18 04:25:06,2024-09-18 06:18:51,2024-09-18 09:24:35,2024-09-18 08:59:35,Shift C,Team 2
ORD-144085,SHP-01020,DEL,SKU-010,2024-09-02 01:20:29,2024-09-02 03:32:52,2024-09-02 05:34:19,2024-09-02 07:35:45,2024-09-02 07:29:24,2024-09-02 07:02:24,Shift A,Team 3
ORD-228286,SHP-01021,MUM,SKU-021,2024-11-06 01:28:28,2024-11-06 03:23:18,2024-11-06 04:42:39,2024-11-06 06:02:00,2024-11-06 09:45:50,2024-11-06 09:36:50,Shift A,Team 1
ORD-197549,SHP-01022,BLR,SKU-023,2025-01-24 00:37:40,2025-01-24 01:44:44,2025-01-24 04:09:59,2025-01-24 06:35:15,2025-01-24 07:07:01,2025-01-24 12:18:56,Shift C,Team 3
ORD-534850,SHP-01023,DEL,SKU-011,2024-10-26 01:25:59,2024-10-26 02:37:21,2024-10-26 04:59:08,2024-10-26 07:20:54,2024-10-26 09:37:24,2024-10-26 09:36:24,Shift A,Team 3
ORD-666173,SHP-01024,DEL,SKU-022,2025-01-22 01:03:59,2025-01-22 03:25:54,2025-01-22 04:30:56,2025-01-22 05:35:57,2025-01-22 07:53:31,2025-01-22 07:39:31,Shift B,Team 3
ORD-267226,SHP-01025,DEL,SKU-002,2024-09-01 00:43:03,2024-09-01 02:29:30,2024-09-01 04:09:25,2024-09-01 05:49:19,2024-09-01 08:48:00,2024-09-01 12:31:40,Shift C,Team 2
ORD-833654,SHP-01026,MUM,SKU-009,2024-09-09 01:01:31,2024-09-09 03:08:53,2024-09-09 04:33:16,2024-09-09 05:57:38,2024-09-09 08:54:51,2024-09-09 08:38:51,Shift A,Team 2
ORD-694945,SHP-01027,BLR,SKU-019,2024-10-15 01:19:47,2024-10-15 02:53:31,2024-10-15 04:01:08,2024-10-15 05:08:45,2024-10-15 07:26:09,2024-10-15 07:02:09,Shift B,Team 2
ORD-218594,SHP-01028,DEL,SKU-027,2024-12-06 01:00:54,2024-12-06 02:13:20,2024-12-06 04:37:12,2024-12-06 07:01:03,2024-12-06 08:45:38,2024-12-06 08:42:38,Shift B,Team 3
ORD-415010,SHP-01029,MUM,SKU-008,2024-10-22 01:00:15,2024-10-22 02:16:53,2024-10-22 03:49:29,2024-10-22 05:22:06,2024-10-22 09:03:24,2024-10-22 08:38:24,Shift A,Team 2
ORD-897171,SHP-01030,BLR,SKU-012,2024-09-13 01:01:33,2024-09-13 03:06:42,2024-09-13 04:36:59,2024-09-13 06:07:16,2024-09-13 07:07:23,2024-09-13 06:51:23,Shift A,Team 3
ORD-593887,SHP-01031,BLR,SKU-012,2025-02-11 00:37:26,2025-02-11 02:15:31,2025-02-11 04:20:55,2025-02-11 06:26:20,2025-02-11 07:59:06,2025-02-11 07:36:06,Shift A,Team 1
ORD-143334,SHP-01032,MUM,SKU-012,2024-11-04 01:00:06,2024-11-04 02:34:59,2024-11-04 04:35:46,2024-11-04 06:36:32,2024-11-04 09:28:25,2024-11-04 09:12:25,Shift A,Team 3
ORD-818038,SHP-01033,BLR,SKU-005,2024-11-27 01:03:15,2024-11-27 02:55:55,2024-11-27 04:06:17,2024-11-27 05:16:39,2024-11-27 07:58:33,2024-11-27 07:40:33,Shift A,Team 1
ORD-266944,SHP-01034,BLR,SKU-030,2025-01-12 00:38:10,2025-01-12 02:01:09,2025-01-12 03:37:48,2025-01-12 05:14:27,2025-01-12 07:42:43,2025-01-12 07:28:43,Shift C,Team 3
ORD-186265,SHP-01035,DEL,SKU-012,2025-01-19 01:25:57,2025-01-19 03:03:08,2025-01-19 05:26:51,2025-01-19 07:50:35,2025-01-19 08:03:24,2025-01-19 07:39:24,Shift C,Team 2
ORD-384783,SHP-01036,BLR,SKU-030,2025-01-08 01:26:02,2025-01-08 02:59:11,2025-01-08 04:29:07,2025-01-08 05:59:04,2025-01-08 09:34:35,2025-01-08 09:12:35,Shift A,Team 2
ORD-749607,SHP-01037,DEL,SKU-003,2024-09-05 00:38:02,2024-09-05 01:51:46,2024-09-05 03:31:15,2024-09-05 05:10:43,2024-09-05 08:20:27,2024-09-05 08:00:27,Shift A,Team 3
ORD-382130,SHP-01038,BLR,SKU-014,2024-11-27 00:59:47,2024-11-27 02:44:11,2024-11-27 04:17:40,2024-11-27 05:51:09,2024-11-27 08:06:35,2024-11-27 08:03:35,Shift B,Team 2
ORD-435059,SHP-01039,DEL,SKU-018,2024-11-29 00:37:34,2024-11-29 02:23:51,2024-11-29 03:37:12,2024-11-29 04:50:34,2024-11-29 08:45:37,2024-11-29 08:30:37,Shift C,Team 3
ORD-472781,SHP-01040,MUM,SKU-009,2024-09-10 01:05:46,2024-09-10 03:01:10,2024-09-10 04:02:42,2024-09-10 05:04:14,2024-09-10 07:51:18,2024-09-10 07:40:18,Shift A,Team 2
ORD-569045,SHP-01041,BLR,SKU-014,2024-11-22 01:05:59,2024-11-22 02:31:34,2024-11-22 04:46:27,2024-11-22 07:01:21,2024-11-22 09:12:41,2024-11-22 09:04:41,Shift B,Team 2
ORD-340975,SHP-01042,DEL,SKU-009,2025-01-23 01:25:19,2025-01-23 03:41:24,2025-01-23 04:50:54,2025-01-23 06:00:24,2025-01-23 07:35:32,2025-01-23 07:10:32,Shift C,Team 2
ORD-904260,SHP-01043,DEL,SKU-016,2024-11-24 00:55:18,2024-11-24 03:11:23,2024-11-24 04:21:57,2024-11-24 05:32:31,2024-11-24 08:45:30,2024-11-24 08:45:30,Shift B,Team 2
ORD-944113,SHP-01044,DEL,SKU-023,2025-01-05 01:25:48,2025-01-05 03:35:41,2025-01-05 05:14:28,2025-01-05 06:53:15,2025-01-05 09:12:09,2025-01-05 09:03:09,Shift A,Team 1
ORD-490555,SHP-01045,BLR,SKU-002,2025-01-13 00:37:26,2025-01-13 01:51:22,2025-01-13 04:01:11,2025-01-13 06:11:01,2025-01-13 07:26:33,2025-01-13 07:15:33,Shift C,Team 2
ORD-822253,SHP-01046,BLR,SKU-030,2024-12-12 00:41:50,2024-12-12 01:47:29,2024-12-12 03:12:57,2024-12-12 04:38:25,2024-12-12 07:20:22,2024-12-12 07:12:22,Shift C,Team 1
ORD-775559,SHP-01047,BLR,SKU-014,2025-01-21 00:36:11,2025-01-21 02:57:46,2025-01-21 04:55:05,2025-01-21 06:52:25,2025-01-21 08:01:01,2025-01-21 10:22:01,Shift A,Team 2
ORD-372226,SHP-01048,DEL,SKU-022,2025-01-09 00:44:26,2025-01-09 02:10:31,2025-01-09 03:42:31,2025-01-09 05:14:32,2025-01-09 09:39:47,2025-01-09 09:26:47,Shift B,Team 2
ORD-241119,SHP-01049,DEL,SKU-018,2025-01-01 01:18:05,2025-01-01 03:44:19,2025-01-01 05:22:28,2025-01-01 07:00:38,2025-01-01 09:54:34,2025-01-01 09:43:34,Shift B,Team 2
ORD-795897,SHP-01050,DEL,SKU-025,2024-09-19 01:17:39,2024-09-19 03:41:09,2024-09-19 05:24:41,2024-09-19 07:08:13,2024-09-19 09:17:34,2024-09-19 09:16:34,Shift C,Team 2
ORD-751124,SHP-01051,MUM,SKU-020,2024-12-11 01:03:37,2024-12-11 03:14:02,2024-12-11 04:46:05,2024-12-11 06:18:08,2024-12-11 09:57:55,2024-12-11 09:55:55,Shift C,Team 2
ORD-146435,SHP-01052,MUM,SKU-003,2025-02-01 00:31:47,2025-02-01 02:09:21,2025-02-01 04:13:56,2025-02-01 06:18:31,2025-02-01 07:14:18,2025-02-01 06:45:18,Shift C,Team 1
ORD-738901,SHP-01053,BLR,SKU-027,2024-11-11 00:49:46,2024-11-11 02:32:13,2024-11-11 04:01:06,2024-11-11 05:30:00,2024-11-11 08:52:38,2024-11-11 08:34:38,Shift B,Team 3
ORD-235399,SHP-01054,BLR,SKU-005,2025-02-02 00:43:53,2025-02-02 02:19:04,2025-02-02 03:53:36,2025-02-02 05:28:08,2025-02-02 09:48:51,2025-02-02 09:41:51,Shift B,Team 1
ORD-224946,SHP-01055,MUM,SKU-008,2024-11-13 01:22:13,2024-11-13 03:22:21,2024-11-13 05:00:10,2024-11-13 06:38:00,2024-11-13 09:52:01,2024-11-13 15:46:30,Shift C,Team 1
ORD-469970,SHP-01056,MUM,SKU-020,2024-12-18 01:02:46,2024-12-18 03:00:56,2024-12-18 04:03:08,2024-12-18 05:05:20,2024-12-18 08:06:20,2024-12-18 07:49:20,Shift A,Team 1
ORD-692552,SHP-01057,BLR,SKU-029,2024-10-23 00:41:48,2024-10-23 01:48:51,2024-10-23 02:58:34,2024-10-23 04:08:18,2024-10-23 07:31:10,2024-10-23 07:22:10,Shift B,Team 1
ORD-992334,SHP-01058,MUM,SKU-018,2025-01-02 00:32:54,2025-01-02 02:27:54,2025-01-02 03:44:59,2025-01-02 05:02:04,2025-01-02 07:42:43,2025-01-02 07:24:43,Shift A,Team 2
ORD-269371,SHP-01059,MUM,SKU-018,2024-10-19 00:56:00,2024-10-19 02:40:59,2024-10-19 03:44:48,2024-10-19 04:48:38,2024-10-19 08:59:49,2024-10-19 12:29:07,Shift C,Team 1
ORD-762315,SHP-01060,BLR,SKU-004,2024-09-28 01:08:10,2024-09-28 02:54:51,2024-09-28 05:19:47,2024-09-28 07:44:43,2024-09-28 07:11:18,2024-09-28 07:05:18,Shift B,Team 2
ORD-983234,SHP-01061,BLR,SKU-029,2024-10-03 01:01:41,2024-10-03 02:27:11,2024-10-03 04:51:42,2024-10-03 07:16:14,2024-10-03 09:15:29,2024-10-03 09:01:29,Shift A,Team 3
ORD-396141,SHP-01062,DEL,SKU-030,2025-02-06 00:55:56,2025-02-06 02:18:17,2025-02-06 04:37:40,2025-02-06 06:57:03,2025-02-06 09:24:47,2025-02-06 09:07:47,Shift C,Team 1
ORD-589313,SHP-01063,DEL,SKU-009,2025-01-17 00:43:57,2025-01-17 02:30:04,2025-01-17 03:38:25,2025-01-17 04:46:46,2025-01-17 09:13:42,2025-01-17 09:04:42,Shift B,Team 2
ORD-216076,SHP-01064,DEL,SKU-014,2024-09-28 00:58:50,2024-09-28 02:12:14,2024-09-28 04:25:42,2024-09-28 06:39:09,2024-09-28 09:32:40,2024-09-28 09:12:40,Shift B,Team 1
ORD-590465,SHP-01065,MUM,SKU-018,2024-10-09 01:03:31,2024-10-09 03:12:30,2024-10-09 05:21:21,2024-10-09 07:30:12,2024-10-09 08:47:52,2024-10-09 08:40:52,Shift A,Team 3
ORD-236614,SHP-01066,MUM,SKU-020,2025-01-08 00:56:32,2025-01-08 03:07:10,2025-01-08 04:36:38,2025-01-08 06:06:05,2025-01-08 09:04:45,2025-01-08 08:38:45,Shift B,Team 3
ORD-671907,SHP-01067,MUM,SKU-013,2024-11-20 01:21:17,2024-11-20 02:45:49,2024-11-20 04:36:48,2024-11-20 06:27:47,2024-11-20 08:34:45,2024-11-20 08:25:45,Shift A,Team 3
ORD-784861,SHP-01068,BLR,SKU-016,2025-01-25 01:25:56,2025-01-25 02:49:05,2025-01-25 05:02:28,2025-01-25 07:15:52,2025-01-25 09:22:46,2025-01-25 09:12:46,Shift C,Team 2
ORD-896629,SHP-01069,MUM,SKU-026,2024-10-11 00:44:57,2024-10-11 02:57:53,2024-10-11 04:27:37,2024-10-11 05:57:20,2024-10-11 07:55:58,2024-10-11 07:36:58,Shift C,Team 2
ORD-603333,SHP-01070,DEL,SKU-030,2025-01-20 00:46:44,2025-01-20 03:11:29,2025-01-20 05:07:52,2025-01-20 07:04:16,2025-01-20 08:45:00,2025-01-20 08:28:00,Shift A,Team 2
ORD-420567,SHP-01071,MUM,SKU-026,2025-01-12 01:26:19,2025-01-12 03:38:47,2025-01-12 05:02:56,2025-01-12 06:27:04,2025-01-12 08:09:56,2025-01-12 07:44:56,Shift A,Team 3
ORD-752881,SHP-01072,DEL,SKU-025,2024-10-21 01:01:09,2024-10-21 03:27:26,2024-10-21 04:38:24,2024-10-21 05:49:21,2024-10-21 07:32:46,2024-10-21 07:07:46,Shift B,Team 3
ORD-494675,SHP-01073,MUM,SKU-025,2025-01-15 01:17:26,2025-01-15 02:39:18,2025-01-15 04:48:47,2025-01-15 06:58:17,2025-01-15 09:38:35,2025-01-15 09:26:35,Shift B,Team 2
ORD-525827,SHP-01074,DEL,SKU-012,2024-10-04 01:03:36,2024-10-04 02:15:58,2024-10-04 04:37:16,2024-10-04 06:58:34,2024-10-04 07:37:24,2024-10-04 07:20:24,Shift C,Team 2
ORD-809203,SHP-01075,DEL,SKU-022,2024-09-18 01:16:24,2024-09-18 02:21:12,2024-09-18 03:56:00,2024-09-18 05:30:49,2024-09-18 07:36:40,2024-09-18 07:07:40,Shift C,Team 1
ORD-699108,SHP-01076,BLR,SKU-025,2025-01-26 00:48:02,2025-01-26 03:07:32,2025-01-26 04:54:24,2025-01-26 06:41:17,2025-01-26 08:30:15,2025-01-26 08:22:15,Shift A,Team 1
ORD-778716,SHP-01077,DEL,SKU-010,2024-12-04 01:17:14,2024-12-04 02:46:44,2024-12-04 04:21:23,2024-12-04 05:56:02,2024-12-04 09:40:06,2024-12-04 09:26:06,Shift A,Team 3
ORD-593774,SHP-01078,DEL,SKU-008,2024-10-06 01:09:45,2024-10-06 03:08:24,2024-10-06 05:08:21,2024-10-06 07:08:18,2024-10-06 08:06:55,2024-10-06 07:50:55,Shift C,Team 2
ORD-856018,SHP-01079,MUM,SKU-021,2024-12-28 00:53:07,2024-12-28 02:54:03,2024-12-28 03:58:55,2024-12-28 05:03:47,2024-12-28 07:12:04,2024-12-28 06:43:04,Shift A,Team 3
ORD-169012,SHP-01080,MUM,SKU-016,2024-11-15 00:53:44,2024-11-15 03:01:06,2024-11-15 04:59:45,2024-11-15 06:58:24,2024-11-15 07:45:58,2024-11-15 07:39:58,Shift B,Team 3
ORD-601095,SHP-01081,BLR,SKU-007,2024-09-26 01:28:05,2024-09-26 03:50:28,2024-09-26 05:05:23,2024-09-26 06:20:17,2024-09-26 08:13:59,2024-09-26 08:00:59,Shift B,Team 1
ORD-525215,SHP-01082,BLR,SKU-004,2024-12-04 00:51:18,2024-12-04 03:10:45,2024-12-04 05:22:43,2024-12-04 07:34:41,2024-12-04 07:11:03,2024-12-04 06:50:03,Shift B,Team 3
ORD-232006,SHP-01083,BLR,SKU-024,2024-09-18 01:00:36,2024-09-18 02:40:28,2024-09-18 04:21:30,2024-09-18 06:02:32,2024-09-18 08:06:21,2024-09-18 07:56:21,Shift B,Team 2
ORD-134658,SHP-01084,DEL,SKU-019,2024-11-17 00:34:58,2024-11-17 02:26:40,2024-11-17 04:18:07,2024-11-17 06:09:33,2024-11-17 09:00:43,2024-11-17 08:35:43,Shift A,Team 2
ORD-724356,SHP-01085,DEL,SKU-015,2024-10-12 00:50:25,2024-10-12 02:24:05,2024-10-12 03:33:12,2024-10-12 04:42:18,2024-10-12 09:38:14,2024-10-12 09:37:14,Shift A,Team 3
ORD-760109,SHP-01086,BLR,SKU-029,2024-11-06 01:02:36,2024-11-06 02:58:56,2024-11-06 05:27:56,2024-11-06 07:56:56,2024-11-06 09:29:55,2024-11-06 09:13:55,Shift A,Team 1
ORD-589434,SHP-01087,BLR,SKU-014,2024-11-11 01:22:04,2024-11-11 03:04:54,2024-11-11 04:43:00,2024-11-11 06:21:05,2024-11-11 07:36:51,2024-11-11 07:15:51,Shift A,Team 1
ORD-582465,SHP-01088,DEL,SKU-008,2024-11-05 01:05:27,2024-11-05 03:09:57,2024-11-05 05:20:06,2024-11-05 07:30:15,2024-11-05 07:36:48,2024-11-05 07:24:48,Shift A,Team 1
ORD-169031,SHP-01089,BLR,SKU-008,2024-12-02 00:32:26,2024-12-02 03:00:47,2024-12-02 05:12:49,2024-12-02 07:24:51,2024-12-02 07:13:56,2024-12-02 07:12:56,Shift B,Team 2
ORD-926235,SHP-01090,MUM,SKU-012,2024-10-10 00:32:17,2024-10-10 01:45:53,2024-10-10 03:40:10,2024-10-10 05:34:27,2024-10-10 08:02:55,2024-10-10 12:08:50,Shift A,Team 1
ORD-378811,SHP-01091,MUM,SKU-019,2024-11-13 01:20:00,2024-11-13 02:46:36,2024-11-13 05:01:28,2024-11-13 07:16:20,2024-11-13 08:51:15,2024-11-13 08:24:15,Shift A,Team 3
ORD-445987,SHP-01092,MUM,SKU-006,2025-02-13 00:37:57,2025-02-13 01:39:40,2025-02-13 02:55:53,2025-02-13 04:12:06,2025-02-13 08:17:15,2025-02-13 13:11:50,Shift C,Team 3
ORD-940042,SHP-01093,MUM,SKU-002,2024-09-11 00:42:56,2024-09-11 03:04:15,2024-09-11 04:49:35,2024-09-11 06:34:56,2024-09-11 07:56:10,2024-09-11 07:36:10,Shift B,Team 1
ORD-768332,SHP-01094,DEL,SKU-027,2024-11-14 00:59:02,2024-11-14 03:04:52,2024-11-14 05:11:39,2024-11-14 07:18:26,2024-11-14 07:39:44,2024-11-14 07:39:44,Shift A,Team 3
ORD-817636,SHP-01095,BLR,SKU-022,2025-01-06 01:05:43,2025-01-06 02:19:30,2025-01-06 04:39:33,2025-01-06 06:59:36,2025-01-06 08:12:15,2025-01-06 08:03:15,Shift B,Team 3
